Temparature,Humidity,Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorous,Fertilizer Name,Production (tonnes)
31.41,52.35,70,Red,Paddy,9,0,34,Urea,22600
27.48,58.97,62.73,Clayey,Pulses,11,4,14,10-26-26,24240000
25.28,57.75,55.42,Red,Tobacco,6,0,40,Urea,804454
24.39,60.54,37.95,Clayey,Pulses,37,0,0,20-20,24240000
34.62,67.2,34.63,Red,Wheat,4,12,28,17-17-17,1.13E+08
30.58,58.47,28.12,Sandy,Ground Nuts,39,0,0,DAP,10180000
30.55,67.12,36.98,Sandy,Paddy,15,0,37,10-26-26,22600
30.53,61.98,28.75,Black,Sugarcane,13,4,38,Urea,4.53E+08
29.82,68.13,44.94,Black,Pulses,10,1,38,DAP,24240000
22.28,49.48,37.92,Red,Barley,16,2,15,20-20,1690000
30.81,42.46,46.84,Black,Millets,40,0,0,Urea,11570000
29.86,56.95,35.3,Black,Oil seeds,21,0,22,20-20,39669000
32.76,74.84,69.17,Red,Sugarcane,11,5,29,28-28,4.53E+08
35.3,68.25,43.64,Red,Maize,21,0,18,Urea,37660000
36.47,70.93,66.79,Black,Barley,15,0,43,10-26-26,1690000
31.73,56.97,32.88,Red,Paddy,16,4,44,17-17-17,22600
25.9,51.18,36.61,Sandy,Barley,5,10,28,14-35-14,1690000
30.5,57.68,54.46,Sandy,Barley,15,4,38,DAP,1690000
27.2,71.23,31.58,Sandy,Cotton,23,0,15,20-20,4590000
26.68,69.77,60.71,Loamy,Wheat,14,11,18,DAP,1.13E+08
27.88,53.3,39.79,Clayey,Sugarcane,15,0,32,28-28,4.53E+08
36.39,77.53,52.2,Red,Sugarcane,40,2,0,28-28,4.53E+08
33.67,66.03,37.65,Clayey,Barley,2,17,16,10-26-26,1690000
29.68,51.55,20.35,Red,Barley,16,0,38,10-26-26,1690000
31.25,69.46,61.24,Loamy,Wheat,4,9,34,Urea,1.13E+08
33.27,51.22,37.76,Sandy,Barley,27,1,19,17-17-17,1690000
30.83,56.78,54.65,Red,Oil seeds,27,0,16,Urea,39669000
31.91,73.88,66.05,Red,Pulses,9,0,34,10-26-26,24240000
24.02,45.82,22.13,Loamy,Paddy,8,0,14,28-28,22600
26.56,65.45,48.14,Sandy,Maize,16,11,14,20-20,37660000
36.41,72.14,37.92,Clayey,Tobacco,6,0,37,Urea,804454
30.28,45.85,29.12,Black,Tobacco,3,12,17,DAP,804454
29.18,66.16,70,Clayey,Sugarcane,9,12,33,10-26-26,4.53E+08
29.83,58.93,43.95,Red,Tobacco,33,4,1,17-17-17,804454
37.57,64.34,38.29,Black,Maize,27,0,16,Urea,37660000
29.17,43.7,41.77,Loamy,Cotton,13,7,9,DAP,4590000
30.95,54.47,55.47,Red,Maize,12,6,32,10-26-26,37660000
33.49,63.22,25.31,Clayey,Maize,10,3,36,28-28,37660000
23.56,47.6,35.22,Red,Pulses,4,12,20,14-35-14,24240000
28.59,64.2,42.62,Clayey,Ground Nuts,5,16,9,10-26-26,10180000
27.62,44.14,40.81,Loamy,Paddy,16,2,37,Urea,22600
36.74,55.56,22.31,Red,Oil seeds,23,3,23,28-28,39669000
35,76.24,53.72,Clayey,Ground Nuts,41,1,0,28-28,10180000
32.31,67.68,43.35,Red,Wheat,8,13,16,14-35-14,1.13E+08
25.5,51.34,61.51,Loamy,Cotton,12,11,27,28-28,4590000
34.09,65.92,61.83,Loamy,Oil seeds,6,5,27,10-26-26,39669000
36.05,70.84,30.08,Black,Barley,22,4,16,14-35-14,1690000
32.85,53.6,43.22,Loamy,Cotton,16,0,40,DAP,4590000
32.14,52.59,32.09,Clayey,Millets,20,0,21,DAP,11570000
31.27,66.2,43.52,Clayey,Cotton,20,4,17,14-35-14,4590000
34.61,67.18,64.16,Clayey,Millets,9,6,29,17-17-17,11570000
27.7,60.18,26.58,Sandy,Cotton,34,2,0,DAP,4590000
27.65,50.22,42.85,Red,Barley,15,3,38,14-35-14,1690000
29.61,53.81,38.02,Loamy,Wheat,8,17,20,17-17-17,1.13E+08
29.03,45,32.9,Black,Ground Nuts,46,0,0,20-20,10180000
21.4,45.95,67.15,Loamy,Cotton,13,3,9,28-28,4590000
20.36,57.92,61.02,Clayey,Pulses,37,0,0,10-26-26,24240000
37.06,68.81,59.59,Sandy,Tobacco,37,3,1,17-17-17,804454
27.24,70.93,28.75,Clayey,Maize,42,0,0,28-28,37660000
37.44,67.23,52.54,Loamy,Tobacco,9,20,22,14-35-14,804454
21.47,45.29,43.45,Red,Pulses,10,21,14,DAP,24240000
31.92,63.7,57.16,Loamy,Ground Nuts,7,12,31,14-35-14,10180000
35.48,60.05,46.78,Black,Sugarcane,5,11,13,17-17-17,4.53E+08
25.04,63.36,32.13,Red,Paddy,42,1,0,10-26-26,22600
25.47,56.12,37.4,Sandy,Oil seeds,0,14,13,DAP,39669000
32.89,70.11,70,Red,Ground Nuts,17,3,42,DAP,10180000
39.22,70.14,42.1,Sandy,Pulses,6,6,27,DAP,24240000
34.39,54.77,35.05,Clayey,Sugarcane,17,0,35,Urea,4.53E+08
26.35,68.18,46.83,Sandy,Millets,21,0,20,Urea,11570000
27.59,49.54,37.53,Clayey,Pulses,7,0,17,10-26-26,24240000
24.8,49.86,36.62,Loamy,Pulses,18,3,40,Urea,24240000
24.66,48.76,43.36,Black,Millets,5,6,21,DAP,11570000
33.86,52.1,38.67,Clayey,Wheat,14,0,5,20-20,1.13E+08
34.8,59.89,59.4,Sandy,Barley,28,4,22,10-26-26,1690000
37.71,69.38,61.7,Loamy,Barley,11,4,9,Urea,1690000
38.41,68.47,56.4,Sandy,Maize,6,12,23,DAP,37660000
22.63,51.01,51.05,Loamy,Maize,25,0,21,DAP,37660000
35.35,62.94,64.74,Black,Tobacco,9,11,25,14-35-14,804454
27.96,48.06,57.42,Clayey,Oil seeds,42,0,2,14-35-14,39669000
33.46,61.04,40.8,Red,Cotton,8,3,36,10-26-26,4590000
29.66,40.36,36.17,Loamy,Oil seeds,8,23,12,14-35-14,39669000
21.67,49.56,59.18,Sandy,Oil seeds,8,17,12,Urea,39669000
31.17,52.5,39.69,Clayey,Tobacco,21,0,17,14-35-14,804454
27.94,55.87,36.48,Sandy,Oil seeds,24,3,18,14-35-14,39669000
27.06,57.03,60.52,Loamy,Maize,11,11,29,17-17-17,37660000
23.58,57.41,25.05,Red,Paddy,34,0,0,14-35-14,22600
24.04,55.63,32.97,Red,Pulses,4,23,18,Urea,24240000
34.57,73.25,39.07,Loamy,Cotton,40,2,1,DAP,4590000
23.34,53.4,38.18,Sandy,Paddy,3,23,12,20-20,22600
32.49,58.66,46.52,Loamy,Tobacco,23,0,16,28-28,804454
28.35,60.55,52.54,Clayey,Barley,26,0,18,DAP,1690000
26.77,47.3,36.53,Red,Barley,23,0,17,Urea,1690000
23.9,58.01,40.51,Black,Barley,25,2,25,20-20,1690000
25.47,58.41,26.01,Clayey,Maize,42,0,1,14-35-14,37660000
32.92,67.62,69.72,Black,Pulses,6,6,31,28-28,24240000
30.36,44.69,42.18,Red,Paddy,43,0,0,14-35-14,22600
29.82,55.72,58.33,Loamy,Barley,26,1,23,28-28,1690000
28.84,63.97,65.22,Black,Millets,8,11,27,17-17-17,11570000
38.35,68.02,65.33,Red,Sugarcane,18,3,41,DAP,4.53E+08
31.65,48.98,39.39,Red,Wheat,17,0,36,DAP,1.13E+08
31.54,65.06,37.86,Loamy,Wheat,7,1,11,17-17-17,1.13E+08
31.58,72.23,37.14,Loamy,Ground Nuts,12,0,32,14-35-14,10180000
21.05,55.2,44.12,Clayey,Ground Nuts,21,0,23,10-26-26,10180000
34.34,59.47,35.55,Loamy,Maize,25,2,18,Urea,37660000
30.3,50.47,46.43,Red,Cotton,21,0,21,DAP,4590000
25.59,65.45,43.71,Clayey,Sugarcane,12,2,11,17-17-17,4.53E+08
31.2,50.23,55.54,Loamy,Pulses,6,0,19,10-26-26,24240000
31.66,64.62,44.32,Loamy,Sugarcane,17,4,26,Urea,4.53E+08
38.18,64.4,34.15,Black,Oil seeds,10,6,28,14-35-14,39669000
30.89,62.85,24.23,Red,Barley,15,3,33,10-26-26,1690000
34.27,52.4,31.73,Loamy,Cotton,40,0,0,14-35-14,4590000
31.36,66.19,53.63,Clayey,Cotton,15,0,42,14-35-14,4590000
29.42,54.67,40.55,Sandy,Ground Nuts,33,0,0,10-26-26,10180000
33.83,65.32,43.13,Sandy,Tobacco,9,13,23,20-20,804454
30.44,56.5,51.85,Sandy,Wheat,8,0,11,17-17-17,1.13E+08
25.52,48.23,58.6,Red,Ground Nuts,10,0,30,DAP,10180000
32.59,59.67,42.91,Red,Paddy,12,0,39,Urea,22600
29.65,66.39,49.42,Red,Millets,14,8,27,28-28,11570000
27.13,62.1,64.44,Clayey,Millets,5,7,37,DAP,11570000
31.41,62.69,41.19,Sandy,Millets,5,17,25,DAP,11570000
24.14,60.35,47.55,Sandy,Oil seeds,23,4,23,20-20,39669000
30.95,52.62,32.97,Sandy,Tobacco,16,0,37,28-28,804454
37.46,68.41,36.8,Loamy,Millets,15,0,8,Urea,11570000
24.96,46.72,36.73,Red,Sugarcane,25,0,23,DAP,4.53E+08
33.51,59.04,44.65,Sandy,Barley,12,18,16,DAP,1690000
35.86,71.33,44.81,Sandy,Millets,42,1,2,10-26-26,11570000
24.48,55.7,30.78,Black,Paddy,15,3,41,28-28,22600
30.3,42.11,29.89,Clayey,Tobacco,9,0,45,17-17-17,804454
27.62,56.34,26.36,Red,Tobacco,11,5,33,28-28,804454
33.46,62.44,56.11,Sandy,Sugarcane,22,0,21,Urea,4.53E+08
31.4,56.45,36.96,Sandy,Tobacco,19,0,38,14-35-14,804454
26.03,60.45,46.4,Black,Barley,15,1,39,Urea,1690000
27.4,56.16,45.88,Sandy,Barley,5,14,18,17-17-17,1690000
27.9,47.35,51.36,Sandy,Millets,26,0,23,17-17-17,11570000
32.4,77.68,42.34,Sandy,Pulses,9,0,34,14-35-14,24240000
31.2,70.18,40.98,Loamy,Tobacco,10,14,13,10-26-26,804454
29.97,47.72,39.53,Black,Paddy,5,21,12,14-35-14,22600
22.15,60.48,34.02,Loamy,Sugarcane,33,0,0,28-28,4.53E+08
28.83,48.57,66.71,Sandy,Tobacco,40,4,0,28-28,804454
22.8,50.81,39.07,Sandy,Ground Nuts,24,0,19,DAP,10180000
37.29,65.56,39.68,Black,Millets,22,3,25,20-20,11570000
33.44,64.06,51.91,Loamy,Pulses,19,0,22,17-17-17,24240000
35.89,64.76,36.97,Loamy,Ground Nuts,17,1,13,28-28,10180000
32.94,60.91,47.5,Black,Wheat,6,0,8,28-28,1.13E+08
29.25,61.06,48.99,Black,Pulses,20,0,18,Urea,24240000
34.9,67.59,66.01,Clayey,Ground Nuts,28,0,24,DAP,10180000
28.59,68.53,38.94,Clayey,Maize,10,4,38,DAP,37660000
33.19,72.33,65.98,Red,Maize,36,4,0,DAP,37660000
27.56,51.96,40.99,Sandy,Maize,12,11,18,17-17-17,37660000
31.46,59.57,51.47,Loamy,Wheat,15,0,6,DAP,1.13E+08
37.35,58.34,47.42,Clayey,Sugarcane,36,0,0,Urea,4.53E+08
35.62,64,37.51,Black,Cotton,22,0,17,DAP,4590000
33.96,65.91,53.47,Black,Sugarcane,6,15,16,10-26-26,4.53E+08
31.91,49.74,29.66,Sandy,Millets,32,0,0,28-28,11570000
27.18,66.92,38.33,Red,Paddy,15,15,14,DAP,22600
34.37,65.19,43.32,Loamy,Pulses,10,6,28,14-35-14,24240000
26.49,47.78,41.66,Black,Paddy,34,0,4,17-17-17,22600
26.7,45.04,35.26,Loamy,Oil seeds,16,0,40,20-20,39669000
27.06,54.68,45.88,Clayey,Ground Nuts,38,0,0,10-26-26,10180000
30.97,45.08,52.45,Black,Tobacco,8,4,39,28-28,804454
25.62,51.09,40.66,Clayey,Pulses,25,0,20,20-20,24240000
33.27,61.23,22.66,Red,Millets,12,7,28,10-26-26,11570000
35.63,68.45,20,Black,Wheat,3,11,26,DAP,1.13E+08
27.52,42.81,39.1,Loamy,Paddy,25,0,20,10-26-26,22600
32,58.03,31.37,Red,Millets,3,0,15,17-17-17,11570000
31.78,76.46,33.24,Loamy,Ground Nuts,10,3,33,17-17-17,10180000
30.72,58.16,47.3,Red,Wheat,21,0,19,Urea,1.13E+08
40,71.51,47.58,Clayey,Cotton,10,11,29,10-26-26,4590000
29.65,59.65,26.35,Red,Barley,7,16,19,20-20,1690000
32.36,54.03,43.93,Red,Maize,36,0,0,17-17-17,37660000
39.17,74.97,29.8,Sandy,Pulses,15,0,41,20-20,24240000
40,71.02,52.73,Clayey,Wheat,10,0,44,DAP,1.13E+08
23.57,44.14,37.94,Loamy,Tobacco,10,18,16,10-26-26,804454
29.19,65.8,33.2,Red,Barley,38,1,0,17-17-17,1690000
31.77,59.25,32.16,Sandy,Ground Nuts,8,7,29,20-20,10180000
30.66,53.38,41.56,Sandy,Paddy,9,17,16,10-26-26,22600
31.84,69.56,69.24,Clayey,Maize,12,10,16,14-35-14,37660000
26.63,64.94,56.15,Loamy,Millets,14,10,19,28-28,11570000
38.51,73.59,59.59,Clayey,Sugarcane,16,14,23,17-17-17,4.53E+08
28.28,64.37,33.6,Black,Wheat,28,0,22,20-20,1.13E+08
36.61,58.99,45.91,Red,Paddy,16,0,12,DAP,22600
33.82,55.15,55.67,Red,Ground Nuts,42,4,0,10-26-26,10180000
30.56,59.57,43.35,Sandy,Pulses,35,0,4,Urea,24240000
24.1,52.08,65.93,Sandy,Barley,6,0,34,28-28,1690000
40,67.4,55.78,Black,Oil seeds,17,2,40,Urea,39669000
39.52,75.51,62.39,Sandy,Sugarcane,13,0,43,14-35-14,4.53E+08
31.73,67.18,35.49,Red,Maize,39,0,0,10-26-26,37660000
25.98,52.5,64.54,Sandy,Sugarcane,15,1,6,17-17-17,4.53E+08
37.99,67.95,39.62,Sandy,Cotton,7,1,37,DAP,4590000
28.67,53.83,22.9,Sandy,Tobacco,15,0,39,10-26-26,804454
29.55,69.71,40.07,Red,Millets,21,0,24,28-28,11570000
25.34,51.79,24.7,Clayey,Cotton,17,1,43,10-26-26,4590000
26.96,58.09,33.74,Loamy,Millets,12,13,24,17-17-17,11570000
21.15,48.8,36.88,Loamy,Pulses,11,4,10,10-26-26,24240000
23.28,54.92,45,Black,Barley,19,0,25,Urea,1690000
33.26,75.36,44.89,Sandy,Millets,38,0,1,17-17-17,11570000
33.52,67.5,38.1,Clayey,Ground Nuts,25,1,20,17-17-17,10180000
30.26,47.16,68.58,Red,Barley,36,2,3,DAP,1690000
27.11,61,27.46,Loamy,Paddy,35,0,0,28-28,22600
32.41,62.72,56.06,Clayey,Tobacco,13,0,34,10-26-26,804454
29.79,67.81,50.66,Red,Wheat,5,5,29,10-26-26,1.13E+08
31.83,68.3,27.79,Red,Cotton,7,2,27,28-28,4590000
32.22,66.16,25.02,Red,Sugarcane,13,1,36,17-17-17,4.53E+08
37.04,63.37,38.19,Black,Paddy,13,0,36,10-26-26,22600
30.63,43.11,23.48,Clayey,Oil seeds,17,2,37,Urea,39669000
36.12,64.07,33.97,Clayey,Maize,6,5,25,17-17-17,37660000
27.17,58.43,70,Clayey,Cotton,5,5,26,14-35-14,4590000
30.35,45.09,59.54,Clayey,Paddy,8,0,10,17-17-17,22600
23.51,56.63,32.65,Sandy,Millets,25,0,14,10-26-26,11570000
30.62,61.26,38.62,Clayey,Oil seeds,36,2,0,DAP,39669000
26.75,50.01,47.53,Loamy,Sugarcane,13,12,13,Urea,4.53E+08
26.78,67.64,30.81,Sandy,Ground Nuts,11,14,20,28-28,10180000
25.44,56.27,32.82,Clayey,Tobacco,40,0,0,Urea,804454
32.04,52.11,40.67,Loamy,Tobacco,41,0,3,20-20,804454
29.51,68.51,21.92,Sandy,Wheat,24,0,25,28-28,1.13E+08
32.56,66.45,25.05,Sandy,Cotton,43,0,0,Urea,4590000
28.13,52.62,45.16,Red,Wheat,3,10,28,Urea,1.13E+08
27.42,63.5,45.7,Loamy,Barley,23,0,25,Urea,1690000
33.83,56.14,43.31,Red,Paddy,24,0,23,17-17-17,22600
24.06,65.98,28.05,Black,Ground Nuts,12,19,15,20-20,10180000
21.23,44.7,27.36,Sandy,Millets,4,13,15,Urea,11570000
33.91,72.18,53.83,Sandy,Barley,15,15,12,DAP,1690000
30.92,42.88,26.76,Sandy,Barley,18,3,11,28-28,1690000
20.61,49.35,20,Loamy,Oil seeds,12,14,12,14-35-14,39669000
32.59,62.11,51.5,Black,Wheat,5,1,39,17-17-17,1.13E+08
31.93,46.41,31.12,Sandy,Oil seeds,40,0,0,17-17-17,39669000
24.01,56.49,43.18,Red,Paddy,46,0,4,20-20,22600
27.22,51.42,53.92,Red,Sugarcane,11,2,37,DAP,4.53E+08
27.82,65.01,36.96,Black,Oil seeds,8,13,11,DAP,39669000
21.1,51.91,32.91,Sandy,Cotton,18,0,13,28-28,4590000
34.9,69.62,40.23,Black,Wheat,21,4,20,DAP,1.13E+08
23.62,48.41,28.57,Sandy,Barley,21,3,16,10-26-26,1690000
25.1,57.55,23.93,Red,Paddy,8,0,41,DAP,22600
21.92,52.16,29.78,Red,Wheat,2,15,17,10-26-26,1.13E+08
30.33,51.57,25,Sandy,Paddy,17,20,17,DAP,22600
35.11,58.44,37.33,Loamy,Ground Nuts,23,0,21,10-26-26,10180000
27.45,53.07,54.24,Sandy,Barley,7,1,39,28-28,1690000
25.37,61.39,48.09,Red,Pulses,20,0,21,14-35-14,24240000
34.06,66.03,26.03,Loamy,Maize,24,0,24,DAP,37660000
32.01,71.7,23.49,Black,Ground Nuts,10,0,35,Urea,10180000
26.22,62.62,25.5,Clayey,Maize,38,0,1,Urea,37660000
36.29,62.57,47.91,Sandy,Paddy,42,0,0,20-20,22600
26.2,59.39,38.04,Sandy,Ground Nuts,11,0,33,14-35-14,10180000
31.61,61.28,70,Black,Tobacco,9,13,32,14-35-14,804454
32.03,63.05,34.64,Red,Pulses,9,4,44,20-20,24240000
31.87,49.23,49.23,Sandy,Wheat,28,0,19,20-20,1.13E+08
21.47,50.02,34.05,Red,Millets,17,0,38,20-20,11570000
29.93,59.13,61.65,Loamy,Maize,11,17,14,DAP,37660000
29.68,46.23,66.65,Loamy,Paddy,37,0,0,Urea,22600
23.28,44.92,31.48,Clayey,Pulses,26,0,20,Urea,24240000
29.99,48.04,23.13,Red,Barley,11,2,37,28-28,1690000
29.02,55.34,29.32,Red,Wheat,17,21,18,20-20,1.13E+08
30.04,70.55,48.8,Loamy,Oil seeds,3,19,21,17-17-17,39669000
30.52,49.1,40.54,Loamy,Millets,7,2,10,DAP,11570000
26.81,50.5,47.46,Loamy,Pulses,22,3,16,10-26-26,24240000
38,66.68,29.78,Sandy,Cotton,10,0,41,Urea,4590000
23.65,42.79,40.9,Clayey,Oil seeds,35,4,2,14-35-14,39669000
29.34,65.43,70,Sandy,Ground Nuts,10,15,13,Urea,10180000
32.64,56.9,51.27,Sandy,Maize,13,8,28,10-26-26,37660000
29.21,55.25,39.75,Black,Ground Nuts,10,3,8,17-17-17,10180000
28.94,64.26,68.96,Black,Millets,14,0,36,20-20,11570000
23.94,56.65,31.99,Loamy,Barley,11,3,10,28-28,1690000
27.89,57.64,45.92,Red,Paddy,40,0,2,10-26-26,22600
25.69,57.09,46.14,Loamy,Tobacco,13,2,36,28-28,804454
36.12,65.18,32.53,Sandy,Wheat,19,1,20,17-17-17,1.13E+08
34.55,59.02,70,Clayey,Millets,5,12,34,Urea,11570000
31.24,69.27,26.9,Sandy,Wheat,18,0,37,14-35-14,1.13E+08
31.43,54.36,22.99,Loamy,Sugarcane,8,0,43,DAP,4.53E+08
33.99,62.76,44.95,Sandy,Ground Nuts,26,4,21,DAP,10180000
27.42,45.99,47.82,Black,Barley,40,4,3,DAP,1690000
34.06,63.07,24.49,Clayey,Wheat,25,0,20,Urea,1.13E+08
30.21,54.2,37.46,Black,Tobacco,40,4,0,20-20,804454
32.51,61.04,31.07,Red,Sugarcane,9,0,38,Urea,4.53E+08
24.54,53.73,20.6,Clayey,Pulses,18,16,12,10-26-26,24240000
27.59,60.38,29.02,Clayey,Maize,35,4,4,17-17-17,37660000
36.55,67.98,40.42,Clayey,Cotton,3,23,23,DAP,4590000
26.27,52.98,39.19,Black,Pulses,10,12,13,DAP,24240000
32.71,79.55,37.63,Red,Paddy,11,0,39,10-26-26,22600
29.6,54.82,64.66,Red,Maize,36,0,0,20-20,37660000
27.94,56.62,29.68,Loamy,Wheat,39,0,0,10-26-26,1.13E+08
34.57,78.28,41.55,Red,Wheat,9,4,35,17-17-17,1.13E+08
28.63,55.59,41.33,Red,Pulses,9,0,42,10-26-26,24240000
26.97,58,52.93,Black,Oil seeds,19,0,26,Urea,39669000
26.3,61.31,49.46,Loamy,Tobacco,12,0,7,10-26-26,804454
31.75,60.66,70,Red,Barley,3,7,33,14-35-14,1690000
34.36,60.34,38.08,Clayey,Wheat,17,3,22,20-20,1.13E+08
25.33,50.43,55.18,Sandy,Maize,6,22,11,14-35-14,37660000
36.33,57.1,27.1,Sandy,Paddy,24,0,23,20-20,22600
28.09,63.65,22.19,Sandy,Millets,10,1,38,28-28,11570000
27.18,50.81,27.65,Sandy,Ground Nuts,9,4,40,14-35-14,10180000
30.18,72.18,46.54,Loamy,Pulses,39,0,0,14-35-14,24240000
26.11,59.94,70,Loamy,Oil seeds,41,0,0,DAP,39669000
26.73,53.73,35.6,Sandy,Millets,19,0,24,28-28,11570000
22.88,50.27,31.25,Sandy,Maize,8,22,11,14-35-14,37660000
31.09,64.92,39.02,Red,Wheat,11,0,37,17-17-17,1.13E+08
25.78,62.23,52.74,Clayey,Tobacco,3,6,33,Urea,804454
27.26,44.35,28.6,Black,Paddy,31,2,0,14-35-14,22600
28.54,58.89,24.6,Clayey,Wheat,16,0,41,20-20,1.13E+08
32.33,61.55,52.38,Sandy,Oil seeds,12,0,10,10-26-26,39669000
27.26,47.32,67.89,Sandy,Maize,10,0,13,17-17-17,37660000
25.84,53.73,49.86,Loamy,Millets,8,5,28,28-28,11570000
31.67,70.69,60.18,Red,Ground Nuts,6,10,25,10-26-26,10180000
33.9,63.27,38.72,Red,Paddy,16,1,28,14-35-14,22600
35.64,69.14,49.98,Black,Cotton,1,4,32,28-28,4590000
29.95,49.83,44.85,Red,Barley,16,0,38,Urea,1690000
27.49,67.39,29.17,Loamy,Maize,7,4,10,28-28,37660000
38.65,65.81,70,Red,Tobacco,18,1,42,17-17-17,804454
27.8,59.46,52.44,Red,Tobacco,10,8,35,20-20,804454
28.11,66.77,34.26,Red,Wheat,3,18,21,DAP,1.13E+08
27.83,50.6,54.62,Clayey,Cotton,9,2,36,Urea,4590000
33.42,55.21,54.88,Clayey,Oil seeds,7,12,15,20-20,39669000
31.61,60.35,55.88,Red,Cotton,2,14,10,Urea,4590000
33.09,48.02,24.74,Clayey,Wheat,6,2,31,DAP,1.13E+08
37.89,65.59,59.98,Black,Maize,4,11,29,Urea,37660000
36.36,71.72,62.3,Red,Millets,7,18,15,DAP,11570000
33.84,54.6,41.99,Red,Sugarcane,19,0,16,DAP,4.53E+08
32.31,67.96,62.73,Clayey,Barley,16,0,33,10-26-26,1690000
29.04,61.46,26.78,Sandy,Tobacco,22,3,20,17-17-17,804454
27.86,50.22,35.4,Red,Pulses,32,0,0,20-20,24240000
28.55,50.4,41.51,Sandy,Millets,23,0,28,28-28,11570000
24,59.32,44.9,Red,Wheat,35,2,2,20-20,1.13E+08
31.22,58.05,35.74,Black,Ground Nuts,1,15,18,10-26-26,10180000
26.2,52.3,56.27,Clayey,Paddy,10,3,36,14-35-14,22600
30.75,53.95,62.15,Loamy,Wheat,16,4,6,10-26-26,1.13E+08
29.58,59.37,36.3,Loamy,Barley,33,3,0,10-26-26,1690000
29.54,48.75,47.25,Sandy,Cotton,10,9,12,DAP,4590000
28.73,62.78,46.34,Red,Millets,40,0,2,14-35-14,11570000
25.55,50.51,49.12,Clayey,Sugarcane,25,0,23,DAP,4.53E+08
38.74,67.83,43.16,Loamy,Ground Nuts,41,4,4,DAP,10180000
30.04,56.4,48.79,Sandy,Maize,35,0,0,10-26-26,37660000
40,53.17,33.02,Red,Tobacco,15,0,39,DAP,804454
31.09,65.51,44.74,Black,Cotton,10,1,11,17-17-17,4590000
21.85,49.88,44.21,Clayey,Barley,20,4,20,10-26-26,1690000
31.7,58.19,66.88,Loamy,Wheat,36,0,3,28-28,1.13E+08
37.86,59.26,33.3,Red,Oil seeds,17,0,14,20-20,39669000
34.98,65.83,33.5,Red,Maize,42,1,0,17-17-17,37660000
25.77,68.16,56.63,Black,Ground Nuts,4,14,26,28-28,10180000
29.66,71.24,50.78,Clayey,Paddy,35,0,2,DAP,22600
25.23,44.95,23.32,Sandy,Maize,12,0,15,28-28,37660000
30.17,55.55,28.99,Sandy,Tobacco,10,0,41,10-26-26,804454
24.2,46.04,70,Clayey,Millets,36,4,0,DAP,11570000
25.81,68.03,49.44,Loamy,Oil seeds,8,3,35,28-28,39669000
31.69,53.43,54.42,Red,Maize,10,0,11,17-17-17,37660000
29.48,42.68,55.33,Clayey,Tobacco,15,16,19,28-28,804454
30,47.92,45.35,Clayey,Paddy,23,0,19,14-35-14,22600
26.2,68.6,43.15,Loamy,Wheat,7,4,18,28-28,1.13E+08
23.88,48.37,32.8,Black,Oil seeds,45,4,0,14-35-14,39669000
35.18,74.73,62.57,Red,Tobacco,24,0,19,20-20,804454
37.6,72.26,46.43,Red,Paddy,8,9,28,DAP,22600
34.81,63.81,20,Clayey,Sugarcane,13,3,40,28-28,4.53E+08
33.48,65.81,38.6,Black,Maize,4,7,27,20-20,37660000
39.16,72.53,36.73,Loamy,Maize,11,6,30,17-17-17,37660000
28.12,58.63,70,Clayey,Maize,37,0,0,Urea,37660000
30.09,68.74,68.71,Red,Paddy,30,4,0,DAP,22600
26.29,59.73,44.01,Black,Maize,10,13,20,DAP,37660000
39.26,53.38,45.18,Black,Millets,12,0,39,20-20,11570000
31.18,55.65,63.49,Loamy,Tobacco,14,3,32,Urea,804454
21.89,59.24,50.57,Clayey,Pulses,9,0,6,20-20,24240000
28.85,58.66,43.76,Loamy,Barley,18,0,14,28-28,1690000
40,75.29,59.96,Sandy,Maize,38,4,4,10-26-26,37660000
28.05,62.05,36.35,Red,Paddy,9,0,11,DAP,22600
28.86,54.81,57.96,Loamy,Millets,18,0,39,17-17-17,11570000
26.24,44.87,25.31,Loamy,Millets,45,0,0,DAP,11570000
32.89,67.49,45.6,Red,Pulses,4,14,23,10-26-26,24240000
28.62,54.16,37.37,Red,Sugarcane,19,0,19,17-17-17,4.53E+08
32.79,70.93,38.13,Black,Barley,21,3,28,DAP,1690000
27.54,62.3,34,Black,Sugarcane,27,1,25,10-26-26,4.53E+08
29.07,56.03,37.1,Red,Tobacco,9,4,33,17-17-17,804454
24.13,62.11,20,Loamy,Sugarcane,17,0,43,DAP,4.53E+08
31.69,58,68.66,Red,Sugarcane,11,13,34,17-17-17,4.53E+08
25.37,57.8,41.73,Black,Millets,5,16,23,Urea,11570000
30.14,53.06,60.78,Black,Millets,12,11,15,10-26-26,11570000
22.96,62.5,41.58,Loamy,Cotton,20,3,27,20-20,4590000
25.73,62.59,36.32,Sandy,Sugarcane,31,0,0,Urea,4.53E+08
35.33,67.8,53.53,Sandy,Pulses,10,0,13,10-26-26,24240000
25.55,48.32,39.01,Loamy,Sugarcane,9,8,19,10-26-26,4.53E+08
28.35,41.51,29.49,Red,Barley,16,0,17,DAP,1690000
33.68,67.87,35.69,Clayey,Paddy,10,0,31,Urea,22600
34.91,63.17,38.77,Black,Sugarcane,12,0,9,14-35-14,4.53E+08
35.76,60.56,36.72,Black,Ground Nuts,15,0,15,14-35-14,10180000
27.37,49.31,43.7,Black,Paddy,5,14,19,14-35-14,22600
